-10.043829;-7.079964;1.5477432;-1.6982944;-4.5364914;1.8143697;0.23945671;-2.3450227;-1.6561041;-5.3443484;-0.9797114;-3.1998343;-0.091894865;-8.997204;-9.182253;-0.20023364;-2.9668798;-5.094489;-0.24629092;-7.2823644;-7.835395;-1.2776023;-10.490485;-3.681018;-9.514842;-6.149613;1.9471213;2.3058481;1.555639;-2.6560364;-2.059369;1.4353564;4.8457956;-0.8949665;12.303577;3.4044478;-0.9906111;-2.6481237;-0.9059233;2.5808365;-0.15616623;-1.6849403;-0.82326853;-0.481803;0.8404933;2.7802956;2.778473;-6.744253;-3.7383242;2.805196;-5.029577;1.3136102;-4.517835;0.0037555695;0.24360019;-4.312309;-1.2808652;-1.4210837;3.8403835;-3.2417347;-0.21243763;0.113893;-6.1297865;-3.776598;-1.1741879;0.6732274;-4.784534;-0.7957548;-2.8967874;-4.82732;-5.0425215;-0.9693835;5.4355445;-5.728967;-5.8099365;-2.323334;-5.1359406;-1.4259303;-2.5898023;1.21791;
-7.238586;-10.417028;-4.592713;-9.900415;-8.767496;-4.2864413;-7.782483;-7.5900474;-7.4536014;-10.551501;-7.627826;-6.7197824;-5.4498873;-10.364197;-7.1040382;-6.775855;-6.6440887;-9.824366;-7.691779;-9.358377;-8.9834175;-5.2395144;-11.223387;-4.6767874;-11.842382;-9.972319;-3.8095288;-1.3721352;-8.962883;-8.407546;-8.726958;-1.7200212;-3.161572;-7.00544;5.6336;-5.5093985;-9.992348;-8.280308;-6.5624256;-7.0493073;-8.338945;-7.423118;-7.9393716;-7.111414;-6.325674;-5.6951647;-2.933938;-9.37653;-10.071346;-5.8068495;-11.803405;-5.597687;-9.009654;-0.71949536;-3.5205464;-6.040986;-3.688815;0.0020461082;0.40398875;-8.445265;4.1884813;1.2510267;-8.20525;-4.9067698;-1.6747047;-4.0327425;-0.91358024;0.58291924;-4.577982;-5.466744;-3.7173479;-4.955304;0.2798085;-4.228229;-4.7997746;-7.343691;-4.0315795;-4.5371895;-4.043552;11.691412;
-5.5350876;-9.597811;-5.4739137;-8.403773;-9.168191;-4.6632524;-7.75675;-7.690201;-6.798098;-11.207808;-6.938324;-4.6397133;-4.492326;-9.334358;-6.9650574;-6.7428837;-8.1546135;-10.159103;-8.9400425;-9.45588;-11.392395;-7.5603933;-10.0886135;-4.686439;-11.466738;-9.729237;-4.370822;-4.2707367;-9.472214;-9.023325;-8.707792;-6.4293103;-6.3849487;-7.0257115;1.5667791;-7.5979605;-11.189177;-8.510593;-8.257212;-7.051979;-8.238386;-9.158627;-9.890875;-8.284376;-8.004257;-6.365754;-5.120647;-9.680738;-9.784705;-8.104551;-10.842932;-6.411253;-9.841853;-2.293364;-5.028432;-5.399986;-3.6617415;-0.4184203;-0.41230023;-7.1319532;-0.9794078;0.83858633;-8.23593;-4.9709225;-2.6049805;-3.0149307;-1.6434255;-0.9820803;-3.5040731;-6.1702633;-1.9660105;-3.1502817;-1.9990323;-2.9550424;-2.6026425;-5.806031;-3.0031483;-4.4676557;-4.0977545;15.211247;
-5.880309;-9.566126;-6.0651674;-8.396348;-9.338565;-4.48289;-8.14285;-8.016126;-6.420391;-11.279635;-7.0438027;-3.929381;-4.3201103;-9.620956;-7.3550215;-6.998145;-8.1924;-10.260418;-9.032326;-10.1575985;-12.231225;-8.194676;-10.435891;-4.938266;-11.616711;-9.94323;-4.0315943;-5.2651625;-9.590232;-9.329817;-8.742824;-7.414535;-6.523889;-6.673509;0.876029;-7.9497533;-11.102163;-8.688605;-8.720749;-7.4667797;-8.303488;-9.823242;-9.784326;-8.492623;-8.463242;-6.4319324;-4.9168034;-10.530283;-9.51226;-8.779945;-11.12476;-6.502364;-9.685297;-3.160658;-5.057674;-5.060007;-3.661152;-0.6442802;0.4158175;-6.9193845;-3.0034924;0.37858468;-8.052639;-4.8435082;-2.1341925;-3.1917696;-2.443026;-1.6918826;-3.085812;-6.703103;-2.3226988;-3.1802094;-1.5272905;-4.1575522;-3.105371;-6.102045;-3.2259285;-5.0810885;-3.999048;16.68021;
-6.0473084;-9.490639;-6.426998;-8.470853;-9.32654;-4.4684424;-8.245582;-8.125525;-6.2344337;-11.262849;-7.0457726;-3.6599863;-4.2380114;-9.694235;-7.4011173;-7.03366;-8.1118355;-10.311726;-8.998625;-10.360342;-12.305103;-8.405079;-10.381103;-4.964239;-11.5900135;-9.964634;-4.017936;-5.5550027;-9.656004;-9.249235;-8.836747;-7.63449;-6.5927434;-6.448365;0.54058266;-8.157018;-11.235081;-8.738836;-8.942677;-7.7155204;-8.282055;-9.894987;-9.803048;-8.594515;-8.66898;-6.5190387;-4.8475394;-10.827995;-9.39098;-9.102346;-11.13014;-6.660305;-9.680145;-3.2558336;-5.157563;-4.7825384;-3.8172722;-0.6543951;0.4615038;-6.9094276;-3.7665586;0.17354059;-7.93178;-4.8176823;-2.2100496;-3.3094118;-2.7362235;-1.5781708;-2.9556456;-6.8799343;-2.4220254;-3.2392962;-1.4891393;-4.526215;-3.2678196;-6.240064;-3.3555355;-5.3704863;-4.05072;17.123266;
-6.188033;-9.340513;-6.620398;-8.536466;-9.228082;-4.4796143;-8.213172;-8.147302;-6.077627;-11.126488;-7.006593;-3.5115013;-4.2753787;-9.743331;-7.38768;-6.969406;-7.9737606;-10.340246;-8.875299;-10.328012;-12.259542;-8.30383;-10.158598;-4.8918676;-11.492314;-9.920337;-4.0190997;-5.649685;-9.661302;-9.1866255;-8.937459;-7.675556;-6.5379868;-6.261609;0.44889593;-8.295403;-11.293217;-8.633116;-8.997737;-7.9309096;-8.274758;-9.837284;-9.851656;-8.572008;-8.703081;-6.6657295;-4.7940326;-10.936169;-9.319398;-9.256054;-11.083338;-6.6705194;-9.721073;-3.2157733;-5.155867;-4.5548477;-4.0636835;-0.6492268;0.52360725;-6.8452325;-4.016202;-0.01147002;-7.8185945;-4.897303;-2.4150624;-3.3537383;-2.87271;-1.4431868;-2.8510098;-6.7675166;-2.4811904;-3.3090818;-1.4728866;-4.7116714;-3.3246717;-6.303349;-3.3642428;-5.456527;-4.066402;17.256268;
-6.6635466;-9.385966;-6.897836;-8.721533;-9.020397;-4.6348057;-8.24102;-8.324038;-5.993489;-10.97529;-6.9192476;-3.3917816;-4.2169757;-9.979557;-7.3678603;-6.8384113;-7.8696127;-10.441448;-8.780136;-10.250038;-12.154712;-8.211874;-10.050348;-4.9356594;-11.628474;-9.922386;-4.228445;-5.5283914;-9.734681;-8.985991;-8.918913;-7.498127;-6.3495736;-6.1508126;0.5437875;-8.310106;-11.253067;-8.465719;-8.821186;-8.041342;-8.099466;-9.626936;-9.894004;-8.436634;-8.53241;-6.548587;-4.669011;-10.991558;-9.221113;-9.208807;-11.0988035;-6.4556856;-9.765757;-3.1973677;-5.1260037;-4.406782;-4.2933407;-0.6286739;0.63646585;-7.0197496;-3.986897;-0.19648623;-7.770927;-5.136238;-2.6931677;-3.5262332;-2.9136992;-1.3144057;-2.905281;-6.766802;-2.5573545;-3.4149373;-1.3035613;-4.8943124;-3.390393;-6.336295;-3.4404843;-5.533809;-4.255787;17.271793;
-6.8236704;-9.307257;-7.0010123;-8.434361;-8.65597;-4.771301;-8.141564;-8.513523;-5.55603;-10.618931;-7.0485773;-3.34557;-4.1561613;-10.008886;-7.18083;-6.5654736;-7.5055995;-10.452049;-8.359976;-10.210177;-12.011185;-7.6039147;-9.9844055;-4.954867;-11.415035;-10.187199;-4.083315;-5.5273867;-9.993366;-8.828104;-9.282215;-7.229298;-6.3491898;-6.0981064;0.96800613;-8.293765;-11.127627;-8.445203;-8.604151;-8.174608;-7.7902956;-9.341089;-10.237633;-8.251379;-8.672018;-6.5523615;-4.5410705;-11.022659;-9.342931;-8.950233;-10.913349;-6.281769;-9.640528;-3.092997;-5.376451;-4.577221;-4.72776;-0.5690659;0.90721995;-7.1697598;-3.8629353;-0.2997347;-7.1961656;-5.4731297;-2.9555764;-3.2926397;-2.8603933;-1.0956011;-2.998119;-6.42616;-2.8531573;-3.8395097;-1.1312656;-4.8045545;-3.4626193;-6.4156075;-3.5749958;-5.3714705;-4.3375635;17.11139;
-8.009379;-9.980356;-7.3495417;-8.906055;-8.798313;-5.3062487;-8.195239;-9.38553;-5.659732;-10.435862;-7.0606937;-3.2829165;-4.0452538;-10.68279;-7.8810754;-6.6927595;-7.964344;-11.461501;-8.454285;-10.831343;-12.425819;-7.7431655;-10.968115;-5.260375;-12.24071;-10.453925;-4.614556;-5.682619;-10.347265;-8.980682;-9.978398;-6.9576025;-6.1198645;-5.9919105;1.7717857;-8.834843;-11.223406;-8.045834;-8.321095;-8.417198;-7.8552985;-9.592663;-10.635957;-8.270813;-8.882808;-6.363;-4.628065;-11.575188;-9.722954;-8.7655945;-10.92591;-6.0903597;-10.010388;-3.5650172;-6.0025015;-5.065573;-5.158034;-0.70550656;1.3097496;-7.560363;-3.5011024;-0.61713195;-7.5348744;-5.9106655;-3.4628258;-3.1218452;-2.983036;-1.5070835;-3.4954693;-6.7586765;-3.549962;-4.857135;-0.41762674;-5.483768;-4.0033164;-6.8785553;-3.4689567;-5.207383;-5.015639;18.21136;
-8.957859;-10.584484;-6.33383;-8.585333;-8.065843;-6.030992;-7.305379;-9.967068;-5.3730516;-9.339626;-5.874984;-2.5117195;-3.0289202;-9.174204;-7.8782377;-5.235509;-7.7473593;-10.957611;-7.2189903;-9.735416;-11.550025;-6.2431717;-11.2762375;-4.1518407;-12.719898;-10.789497;-5.8123083;-5.612462;-10.560669;-8.166827;-10.157554;-5.672557;-5.0274944;-6.0356565;2.8716035;-7.9250083;-10.318708;-7.4162555;-7.3093433;-7.0611506;-7.4670253;-8.869496;-10.3850155;-7.220727;-8.710951;-5.1965213;-4.049783;-10.960878;-10.323228;-7.1726136;-10.667276;-4.393784;-9.947029;-3.5922227;-6.4969487;-5.136047;-4.35744;-1.1890655;3.122241;-7.4896536;-2.5880282;-1.4882064;-7.4179435;-6.0182714;-2.3170338;-2.2524803;-2.211352;-1.9881268;-4.332344;-6.8480453;-4.362787;-4.981653;1.3978369;-5.667113;-4.8918037;-7.641754;-3.9347641;-3.6486473;-4.661807;16.44625;
-8.050472;-11.817411;-6.7288485;-7.7727947;-7.3599586;-5.6132064;-8.325635;-9.532318;-3.7069943;-9.726524;-6.610869;-4.561195;-3.787397;-5.269616;-9.618607;-5.251614;-7.017347;-8.850897;-6.0451846;-7.7781124;-11.040222;-4.3330073;-10.269493;-3.6053061;-12.708089;-12.03937;-5.844326;-5.8703055;-9.314594;-8.59956;-8.6840515;-3.8745978;-3.917386;-7.6182904;4.287321;-5.8427153;-9.160576;-7.3580995;-6.0916414;-5.334325;-7.8647118;-9.6883955;-9.109335;-8.28369;-9.074362;-5.3298464;-3.4623053;-10.795667;-10.465185;-6.9208937;-10.276291;-3.2798862;-9.104992;-3.0735898;-5.4665923;-6.160943;-3.7839084;-2.2180815;4.9079294;-7.373605;-1.2011939;-0.22063866;-6.9643393;-5.537759;-1.2434427;-2.5705733;-2.1029267;-2.2300742;-3.9039419;-8.040205;-3.5561953;-3.3797638;4.100506;-4.8895674;-5.758503;-8.8216305;-5.1636777;-3.6986876;-3.4311314;13.874831;
-6.819897;-10.440268;-6.283354;-9.493702;-8.146633;-8.404512;-9.953023;-10.348451;-6.269045;-11.690315;-8.461433;-3.613545;-4.2926946;-4.7216167;-9.521358;-5.906739;-7.235024;-10.216917;-6.5785084;-6.163525;-11.567925;-8.6104555;-9.027059;-3.683554;-12.659685;-11.937025;-5.8683248;-7.3115287;-10.480159;-11.17705;-8.812975;-4.7021303;-7.255889;-10.915922;2.6108541;-5.4144297;-10.25783;-8.453965;-6.200921;-4.0924172;-5.716982;-10.319212;-12.189832;-11.880888;-9.197983;-9.559785;-4.355562;-9.849293;-7.80053;-6.354859;-10.252888;-5.933828;-10.477192;-1.7558396;-6.0947933;-5.1549196;-5.9740095;-0.69218844;0.33697772;-7.712549;-2.5144854;1.7433406;-11.536927;-5.9622855;-0.92349744;-1.9596574;-1.714987;1.4295273;-4.338548;-8.357328;-0.40239406;-4.117934;2.7442443;-1.5390463;-3.9548986;-5.581353;-7.5052004;-6.2610865;-4.411288;14.342188;
-12.202585;-10.327866;-8.268029;-8.901285;-7.3027554;-9.295013;-8.437845;-9.15416;-10.156524;-12.537104;-10.2594185;-7.946861;-5.951296;-4.4100957;-10.472871;-4.9554167;-6.6224;-9.924201;-6.9717207;-4.197255;-9.39925;-8.698654;-8.712952;-5.086853;-9.94409;-11.44688;-5.9011693;-5.724496;-8.274748;-9.249248;-6.239066;-3.4104514;-3.7027345;-8.877053;1.1873362;-3.8988633;-6.166187;-5.3075686;-2.194177;-2.2361054;-3.7436528;-7.860029;-7.1152544;-11.774633;-2.759966;-5.9337006;-2.264285;-8.250088;-4.450821;-4.0176034;-9.051783;-4.18566;-9.264902;-4.672843;-2.9920673;-5.141931;-1.0768764;-1.142915;4.7273245;-4.2488117;-2.5766177;1.7284932;-10.181681;-2.5121937;3.5365036;-2.4940047;-1.6169122;-1.9761188;-2.108721;-9.920589;2.8617969;-1.0162423;5.8043942;-1.9671452;-1.0989827;-4.5515747;-7.2522388;-6.5929685;-4.3194623;11.045784;
-10.39221;-8.501002;-9.329923;-8.174878;-6.229288;-4.953434;-9.812608;-6.7143497;-12.142996;-8.75158;-9.633535;-5.7559376;-4.354045;-9.615639;-8.08065;-7.391882;-2.7737036;-9.4014635;-8.61444;-6.978515;-5.425337;-10.32031;-5.4159966;-5.7047863;-9.071672;-8.13853;-6.0022125;-6.199126;-8.256462;-6.3711534;-7.601328;0.33623993;-5.1434884;-9.681007;-6.518957;-4.678154;-8.439144;-9.761563;-3.6125903;-7.4045105;-7.230264;-4.2150993;-6.5920696;-9.575721;-1.533318;-7.5017114;-3.1607127;-9.1086235;-7.836479;-5.7992687;-11.732251;-7.9862666;-7.593626;-0.9766481;-2.602851;-3.4232342;-0.809512;6.0287895;1.7960281;-4.2180247;-4.37283;3.2172346;-9.095441;-1.9107356;3.7977571;-3.2592692;-5.0392814;0.068457246;-3.943191;-7.401187;3.7490706;-3.2187395;5.389024;-3.6487975;-7.287632;-4.417095;-6.0259743;-7.1758385;-7.235406;12.026052;
-13.155632;-10.487923;-12.397903;-10.228447;-10.381243;-9.682789;-9.3716135;-9.595839;-16.46307;-7.233499;-8.290975;-6.950082;-3.1504734;-17.382332;-4.994257;-9.806896;-2.625166;-12.777997;-8.337897;-10.541229;-2.929794;-14.628035;-7.154478;-2.2248902;-12.623247;-12.601163;-8.999556;-4.382687;-9.931779;-3.5469687;-7.328185;4.7034836;-12.265198;-8.937622;-9.615507;-6.66747;-14.004326;-14.245281;-3.5731974;-6.9246325;-6.683363;-0.40299934;-10.339279;-7.0973735;-4.5000873;-7.2041664;-7.63156;-1.5710025;-10.004278;-4.9516015;-15.832881;-9.032871;-9.2177925;4.1089377;-2.9365735;0.9944998;0.34451056;14.334293;-2.333484;-2.0264273;-5.436287;3.8176208;-14.569246;-7.932061;3.4140372;-2.5135012;-2.4952617;4.7559795;-4.635517;-7.093327;-0.42610514;-3.6987283;3.3638253;-1.0750573;-9.887693;-5.207366;-7.4484687;-3.9365234;-10.416869;5.971565;
-9.137475;-10.096728;-6.4606833;-10.385108;-10.199224;-1.9157556;-6.6696415;-10.271901;-10.318857;-7.1210566;-6.684962;-6.7900925;-2.9668846;-9.790317;-11.460218;-6.1553984;-7.605339;-12.960394;-9.747346;-10.849158;-8.139669;-16.127644;-11.631092;-7.690279;-11.94014;-10.7642975;-7.5675764;-7.428117;-8.757282;-8.239859;-5.501197;-2.0068746;-13.310291;-11.29052;-5.541289;-4.5293374;-13.54438;-12.653508;-4.0465364;-5.4903784;-6.4328446;-6.485509;-11.075508;-5.8040032;-6.4055786;-7.275627;-4.399467;-3.5715222;-8.560379;-2.3725004;-14.5920925;-5.8740892;-9.781575;-0.5891023;2.8254793;-3.1815364;1.3489666;2.7673953;-2.345725;-5.0495663;-3.6124384;4.5301175;-13.672505;-5.5381174;8.153916;-1.3418059;-5.054434;-3.1321878;-5.797951;-9.446126;-0.41628933;-3.7517903;3.6254365;-4.9116488;-8.440719;-7.1104736;-10.282833;-6.6571097;-11.319107;12.298584;
